v,vw,o,c,h,l,t,n
65438,129.6462,129.63,129.66,129.67,129.6,1673372940000,677
66316,129.6616,129.66,129.65,129.7,129.63,1673373000000,699
65590,129.7159,129.66,129.761,129.78,129.66,1673373060000,709
139132,129.7892,129.765,129.7031,129.86,129.69,1673373120000,1039
71832,129.727,129.695,129.75,129.765,129.685,1673373180000,680
94047,129.6938,129.76,129.71,129.7698,129.635,1673373240000,827
82468,129.7504,129.71,129.765,129.7908,129.695,1673373300000,810
53796,129.7415,129.7707,129.7201,129.78,129.7189,1673373360000,684
72034,129.7095,129.72,129.71,129.73,129.67,1673373420000,778
41176,129.7255,129.73,129.715,129.745,129.705,1673373480000,524
68730,129.7176,129.715,129.73,129.765,129.665,1673373540000,750
78926,129.6967,129.73,129.69,129.77,129.66,1673373600000,721
136928,129.7519,129.685,129.8083,129.84,129.665,1673373660000,1478
154419,129.7144,129.79,129.655,129.85,129.61,1673373720000,1409
88459,129.6574,129.65,129.69,129.72,129.62,1673373780000,855
92826,129.7064,129.69,129.68,129.745,129.665,1673373840000,1026
76383,129.6704,129.6824,129.675,129.71,129.62,1673373900000,724
130252,129.707,129.68,129.76,129.77,129.6512,1673373960000,1272
107063,129.8238,129.76,129.9081,129.9199,129.71,1673374020000,992
151956,129.9461,129.905,129.965,129.987,129.8701,1673374080000,1142
250361,129.99,129.96,129.9501,130,129.9499,1673374140000,1693
131932,129.8841,129.9501,129.805,129.98,129.79,1673374200000,1358
248471,129.8222,129.8,129.73,129.92,129.7,1673374260000,1553
146925,129.7771,129.74,129.83,129.85,129.7073,1673374320000,1011
104181,129.7714,129.82,129.77,129.82,129.72,1673374380000,668
116871,129.7436,129.77,129.665,129.83,129.665,1673374440000,803
159879,129.5797,129.66,129.5042,129.675,129.5001,1673374500000,1355
85948,129.5399,129.51,129.53,129.57,129.51,1673374560000,779
88064,129.5352,129.535,129.5372,129.595,129.51,1673374620000,903
146462,129.5383,129.5399,129.58,129.59,129.5,1673374680000,984
113699,129.5995,129.5907,129.5901,129.64,129.53,1673374740000,818
83231,129.5317,129.5996,129.53,129.61,129.51,1673374800000,795
183238,129.4651,129.53,129.5,129.53,129.42,1673374860000,1162
97248,129.5751,129.51,129.58,129.609,129.5092,1673374920000,756
84050,129.6131,129.58,129.66,129.67,129.5641,1673374980000,725
176963,129.6933,129.65,129.75,129.78,129.63,1673375040000,925
66209,129.7146,129.745,129.715,129.7571,129.67,1673375100000,614
49568,129.7206,129.7101,129.73,129.74,129.69,1673375160000,495
53251,129.7105,129.72,129.66,129.76,129.6513,1673375220000,503
82712,129.6955,129.6695,129.7108,129.75,129.65,1673375280000,682
41664,129.6926,129.71,129.6599,129.7193,129.6457,1673375340000,544
110105,129.6385,129.6501,129.725,129.7395,129.57,1673375400000,967
60283,129.7266,129.725,129.75,129.75,129.69,1673375460000,503
44350,129.7286,129.7579,129.74,129.76,129.71,1673375520000,462
87107,129.7886,129.74,129.8316,129.84,129.73,1673375580000,716
76192,129.7943,129.8259,129.7901,129.8259,129.7501,1673375640000,611
96606,129.8635,129.79,129.92,129.93,129.78,1673375700000,925
101578,129.8739,129.92,129.79,129.95,129.76,1673375760000,977
60130,129.8092,129.7813,129.815,129.86,129.76,1673375820000,666
61680,129.8119,129.81,129.785,129.8581,129.78,1673375880000,682
111368,129.8532,129.7801,129.8987,129.9193,129.7801,1673375940000,965
220329,129.9588,129.91,129.9301,130.01,129.88,1673376000000,1810
76830,129.8924,129.9313,129.89,129.9387,129.845,1673376060000,677
53629,129.863,129.88,129.86,129.89,129.84,1673376120000,645
51314,129.8691,129.86,129.8623,129.8901,129.85,1673376180000,503
136482,129.816,129.86,129.81,129.88,129.775,1673376240000,1121
111234,129.8489,129.805,129.88,129.93,129.795,1673376300000,995
63468,129.8985,129.885,129.895,129.92,129.87,1673376360000,625
90402,129.9569,129.8918,129.9474,129.98,129.89,1673376420000,797
135423,129.9719,129.945,129.995,130.005,129.91,1673376480000,1150
272302,130.1223,130,130.215,130.215,129.9819,1673376540000,1968
181571,130.1851,130.21,130.16,130.24,130.1,1673376600000,1419
110869,130.1338,130.15,130.07,130.1869,130.07,1673376660000,1015
120997,130.085,130.08,130.0985,130.13,130.05,1673376720000,952
89620,130.0556,130.0999,130.05,130.1,130.0012,1673376780000,792
88621,130.0697,130.04,130.09,130.1059,130.031,1673376840000,799
140346,130.0112,130.0885,129.975,130.09,129.975,1673376900000,1102
149368,130.0598,129.98,130.15,130.15,129.97,1673376960000,1206
205459,130.1668,130.135,130.18,130.21,130.11,1673377020000,1337
87828,130.1615,130.18,130.125,130.2,130.12,1673377080000,733
243287,130.2054,130.13,130.225,130.27,130.125,1673377140000,1302
252614,130.3803,130.23,130.4,130.455,130.23,1673377200000,1992
300201,130.5172,130.4001,130.62,130.62,130.4,1673377260000,1966
242544,130.5985,130.6,130.59,130.69,130.495,1673377320000,1587
137524,130.5493,130.59,130.5,130.59,130.4708,1673377380000,1116
172567,130.4615,130.5001,130.46,130.52,130.41,1673377440000,1057
109999,130.3598,130.4554,130.31,130.46,130.28,1673377500000,967
208929,130.2727,130.3,130.295,130.34,130.23,1673377560000,1047
113397,130.3782,130.292,130.4424,130.4599,130.27,1673377620000,905
79471,130.4149,130.445,130.386,130.45,130.38,1673377680000,660
75202,130.3745,130.3898,130.38,130.42,130.31,1673377740000,637
113547,130.4256,130.375,130.46,130.47,130.364,1673377800000,885
88157,130.4072,130.4611,130.39,130.475,130.35,1673377860000,693
81745,130.4088,130.3845,130.4442,130.4999,130.35,1673377920000,713
95334,130.4144,130.45,130.445,130.47,130.37,1673377980000,845
75414,130.4385,130.4462,130.44,130.49,130.41,1673378040000,626
70151,130.4475,130.435,130.4523,130.47,130.42,1673378100000,585
119519,130.4952,130.46,130.501,130.535,130.435,1673378160000,942
87019,130.4696,130.5,130.44,130.5062,130.43,1673378220000,706
103277,130.5172,130.445,130.4589,130.5,130.4201,1673378280000,698
105628,130.424,130.46,130.425,130.46,130.3939,1673378340000,692
91615,130.4556,130.425,130.475,130.51,130.41,1673378400000,598
175580,130.419,130.47,130.45,130.475,130.361,1673378460000,1010
99733,130.3896,130.45,130.36,130.455,130.34,1673378520000,774
139095,130.3167,130.36,130.305,130.37,130.2899,1673378580000,931
61098,130.3058,130.31,130.3029,130.33,130.28,1673378640000,609
135016,130.2477,130.3,130.24,130.32,130.18,1673378700000,1012
119423,130.3033,130.2501,130.32,130.37,130.22,1673378760000,928
52076,130.3091,130.3299,130.2999,130.345,130.27,1673378820000,536
78596,130.2985,130.3,130.325,130.35,130.27,1673378880000,690
83706,130.3673,130.3257,130.3612,130.41,130.32,1673378940000,683
128924,130.3447,130.37,130.2801,130.4,130.27,1673379000000,905
99114,130.271,130.2803,130.295,130.3,130.22,1673379060000,786
122679,130.3705,130.3,130.34,130.42,130.3,1673379120000,1015
63222,130.3645,130.34,130.34,130.3917,130.335,1673379180000,590
81638,130.318,130.33,130.3072,130.36,130.26,1673379240000,700
62185,130.3243,130.31,130.275,130.365,130.26,1673379300000,521
65458,130.2846,130.275,130.2674,130.31,130.26,1673379360000,500
72667,130.2659,130.265,130.2201,130.295,130.22,1673379420000,646
95446,130.1919,130.225,130.205,130.23,130.13,1673379480000,860
64061,130.1991,130.205,130.17,130.2294,130.16,1673379540000,647
117186,130.1405,130.1738,130.1975,130.1975,130.1,1673379600000,1029
69012,130.1452,130.19,130.15,130.2,130.12,1673379660000,720
77950,130.1088,130.15,130.12,130.15,130.05,1673379720000,918
69376,130.1148,130.12,130.085,130.16,130.07,1673379780000,780
60533,130.1339,130.08,130.105,130.1699,130.08,1673379840000,586
203757,130.0257,130.105,130.04,130.105,129.98,1673379900000,1604
101947,130.0513,130.0399,130.052,130.085,130.005,1673379960000,852
78399,130.083,130.07,130.0844,130.12,130.05,1673380020000,742
47384,130.0776,130.08,130.115,130.115,130.047,1673380080000,540
98062,130.1176,130.11,130.15,130.15,130.08,1673380140000,844
92902,130.1615,130.1475,130.1209,130.2,130.1,1673380200000,791
97791,130.0835,130.12,130.011,130.135,130.0001,1673380260000,904
73939,130.0336,130.01,130.03,130.07,129.995,1673380320000,704
59137,130.0381,130.0276,130.055,130.075,130.0001,1673380380000,592
89808,130.0423,130.05,130.08,130.09,130,1673380440000,688
73819,130.0883,130.09,130.11,130.11,130.0401,1673380500000,740
107913,130.1314,130.1,130.0837,130.1765,130.0617,1673380560000,909
57526,130.0716,130.08,130.065,130.0997,130.04,1673380620000,564
46662,130.0972,130.07,130.09,130.119,130.07,1673380680000,543
89660,130.0403,130.085,130.115,130.115,130,1673380740000,808
64487,130.1005,130.115,130.09,130.135,130.06,1673380800000,611
100501,130.0261,130.09,129.99,130.1,129.98,1673380860000,1016
224365,129.9594,130,130.045,130.075,129.88,1673380920000,1797
134574,129.9448,130.04,129.935,130.06,129.89,1673380980000,1134
118372,130.0138,129.9327,130.03,130.07,129.9327,1673381040000,1056
71681,130.0377,130.0201,130.02,130.075,130.0016,1673381100000,670
202839,129.8666,130.01,129.8326,130.0199,129.76,1673381160000,1874
95636,129.872,129.82,129.905,129.91,129.79,1673381220000,844
71214,129.9333,129.91,129.9501,129.97,129.89,1673381280000,757
64024,129.9567,129.96,129.965,129.98,129.93,1673381340000,766
77752,129.8946,129.96,129.8451,129.961,129.835,1673381400000,944
108195,129.8326,129.845,129.8565,129.88,129.8,1673381460000,892
119989,129.8965,129.8501,129.8701,129.9499,129.8501,1673381520000,830
73502,129.9215,129.87,129.9158,129.95,129.87,1673381580000,665
157490,129.9942,129.915,130.025,130.05,129.9,1673381640000,1048
216447,130.1062,130.02,130.1434,130.195,130,1673381700000,1591
111550,130.1249,130.1499,130.11,130.1844,130.07,1673381760000,891
60852,130.1103,130.1,130.105,130.145,130.08,1673381820000,542
81607,130.1333,130.105,130.1413,130.17,130.085,1673381880000,661
50930,130.128,130.155,130.1605,130.1605,130.11,1673381940000,623
104792,130.1132,130.1605,130.08,130.17,130.06,1673382000000,1014
57004,130.0883,130.075,130.09,130.115,130.06,1673382060000,742
80868,130.0934,130.09,130.055,130.135,130.04,1673382120000,852
108424,130.1103,130.0571,130.1249,130.14,130.05,1673382180000,813
231810,130.1962,130.12,130.175,130.25,130.11,1673382240000,1400
77882,130.1849,130.17,130.205,130.225,130.14,1673382300000,740
73605,130.1952,130.205,130.1679,130.23,130.165,1673382360000,716
116545,130.1738,130.16,130.225,130.23,130.12,1673382420000,715
72200,130.1852,130.225,130.165,130.225,130.15,1673382480000,685
78093,130.1299,130.1648,130.15,130.1648,130.11,1673382540000,781
119173,130.194,130.14,130.23,130.24,130.14,1673382600000,1076
84994,130.2257,130.2399,130.2,130.25,130.2,1673382660000,827
124315,130.1895,130.2,130.205,130.23,130.16,1673382720000,1242
107861,130.2187,130.2131,130.2499,130.25,130.19,1673382780000,934
159292,130.2904,130.24,130.3236,130.34,130.24,1673382840000,1208
141339,130.3338,130.33,130.3,130.37,130.26,1673382900000,1199
112112,130.2492,130.3,130.2273,130.3,130.2,1673382960000,914
91405,130.197,130.2215,130.2299,130.2345,130.15,1673383020000,797
74592,130.2364,130.225,130.225,130.27,130.205,1673383080000,751
68950,130.2216,130.22,130.2239,130.2473,130.19,1673383140000,686
129696,130.178,130.22,130.2,130.23,130.1342,1673383200000,1147
66459,130.2013,130.19,130.1618,130.2399,130.16,1673383260000,768
130245,130.1638,130.16,130.15,130.24,130.1,1673383320000,1145
74173,130.178,130.15,130.17,130.22,130.14,1673383380000,914
187859,130.0808,130.17,130.1002,130.17,130.01,1673383440000,1555
127165,130.1029,130.1,130.155,130.1752,130.0329,1673383500000,1091
90155,130.1995,130.155,130.225,130.23,130.155,1673383560000,747
87303,130.2225,130.22,130.245,130.25,130.18,1673383620000,794
86377,130.1886,130.24,130.21,130.245,130.1599,1673383680000,944
107271,130.1609,130.2,130.1389,130.23,130.1,1673383740000,1102
302779,130.2655,130.14,130.29,130.38,130.14,1673383800000,2515
225795,130.2833,130.28,130.3325,130.34,130.2313,1673383860000,1775
172731,130.2336,130.33,130.17,130.34,130.15,1673383920000,1675
182292,130.2057,130.16,130.22,130.25,130.16,1673383980000,1744
257509,130.2365,130.21,130.285,130.37,130.16,1673384040000,2389
465979,130.4222,130.29,130.505,130.545,130.27,1673384100000,3706
267680,130.5041,130.505,130.5375,130.56,130.46,1673384160000,2272
339233,130.6096,130.54,130.67,130.68,130.525,1673384220000,2647
325988,130.6471,130.67,130.67,130.68,130.6107,1673384280000,2950
767831,130.6874,130.67,130.75,130.75,130.6,1673384340000,5435
780492,130.73,130.73,130.75,130.77,130.71,1673384400000,182
3921,130.7361,130.73,130.74,130.75,130.73,1673384460000,91
9405,130.7299,130.73,130.7398,130.7398,130.7,1673384520000,76
5530,130.7391,130.73,130.73,130.75,130.73,1673384580000,86
15140,130.7708,130.73,130.76,130.79,130.7015,1673384640000,70
4992,130.7593,130.76,130.76,130.76,130.75,1673384700000,55
11024,130.7963,130.78,130.79,130.8,130.7703,1673384760000,83
3593,130.7613,130.79,130.77,130.79,130.73,1673384820000,35
15688,130.7405,130.73,130.7,130.79,130.7,1673384880000,80
7121,130.7128,130.72,130.74,130.74,130.69,1673384940000,79
21954,130.7264,130.71,130.69,130.73,130.69,1673385000000,42
4101,130.7007,130.71,130.7,130.7268,130.69,1673385060000,56
3870,130.7044,130.7,130.71,130.72,130.69,1673385120000,31
26211,130.725,130.71,130.68,130.71,130.68,1673385180000,33
10642,130.7189,130.73,130.66,130.73,130.66,1673385240000,32
2738,130.6973,130.69,130.7,130.7,130.69,1673385300000,26
1891,130.7099,130.71,130.71,130.71,130.71,1673385360000,34
1486,130.7395,130.74,130.74,130.75,130.73,1673385420000,26
221,130.7472,130.75,130.75,130.75,130.75,1673385480000,19
529,132.828,130.75,130.75,130.75,130.75,1673385540000,22
3919,130.7529,130.749,130.76,130.77,130.73,1673385600000,40
625,130.7627,130.7785,130.76,130.7785,130.76,1673385660000,17
3241,130.7289,130.74,130.71,130.74,130.71,1673385720000,41
2336,130.6953,130.71,130.69,130.72,130.69,1673385780000,26
472,130.6908,130.69,130.7,130.7,130.69,1673385840000,21
2720,130.6828,130.7,130.68,130.7,130.68,1673385900000,28
864,130.6996,130.69,130.71,130.71,130.69,1673386020000,23
564,130.7062,130.7,130.71,130.71,130.7,1673386080000,19
1913,130.6948,130.7,130.69,130.7,130.69,1673386140000,19
400,130.6977,130.7,130.7,130.7,130.7,1673386320000,19
987,130.7005,130.7001,130.7,130.71,130.7,1673386380000,22
1547,130.7078,130.71,130.71,130.71,130.71,1673386440000,27
2493,130.73,130.7299,130.73,130.73,130.7299,1673386500000,19
10429,130.7299,130.73,130.73,130.73,130.73,1673386560000,36
200,130.7409,130.74,130.74,130.74,130.74,1673386620000,12
285632,130.73,130.72,130.721,130.721,130.72,1673386800000,10
1931,130.7255,130.74,130.72,130.74,130.72,1673386860000,18
664,130.728,130.73,130.73,130.73,130.72,1673386920000,20
1128,130.7491,130.75,130.75,130.75,130.75,1673387040000,16
1559,130.7528,130.75,130.75,130.76,130.75,1673387100000,29
4691,130.7209,130.73,130.72,130.73,130.72,1673387160000,39
527,130.7388,130.74,130.74,130.74,130.74,1673387280000,15
790,130.7279,130.73,130.72,130.73,130.72,1673387340000,22
465,130.7259,130.73,130.72,130.73,130.72,1673387400000,19
204,130.7344,130.7363,130.7363,130.7363,130.7363,1673387460000,12
4662,130.7275,130.73,130.72,130.73,130.72,1673387520000,19
6550,130.7293,130.72,130.73,130.73,130.72,1673387700000,10
1256,130.7109,130.71,130.71,130.71,130.71,1673387760000,29
992,130.7159,130.74,130.71,130.74,130.71,1673387820000,19
626,130.7069,130.71,130.7,130.71,130.7,1673387940000,38
881,130.7069,130.71,130.7,130.72,130.7,1673388060000,14
145,130.7078,130.7,130.7,130.7,130.7,1673388180000,13
360,130.7181,130.73,130.71,130.73,130.71,1673388300000,19
573,130.7249,130.73,130.73,130.73,130.73,1673388420000,12
252,130.7107,130.71,130.71,130.71,130.71,1673388540000,10
214,130.7154,130.71,130.71,130.71,130.71,1673388660000,12
517,130.723,130.73,130.72,130.73,130.72,1673388720000,18
445,130.7127,130.71,130.71,130.71,130.71,1673388780000,17
337,130.7195,130.72,130.72,130.72,130.72,1673389080000,21
409,130.7103,130.71,130.71,130.71,130.71,1673389140000,7
148,130.7297,130.73,130.73,130.73,130.73,1673389200000,11
1029,130.7054,130.71,130.7,130.71,130.7,1673389380000,27
724,130.7056,130.7,130.71,130.71,130.7,1673389440000,22
631,130.7211,130.71,130.73,130.73,130.71,1673389620000,22
1811,130.7406,130.74,130.74,130.75,130.74,1673389680000,21
121,130.7483,130.75,130.75,130.75,130.75,1673389740000,10
1392,130.7111,130.7112,130.71,130.7112,130.71,1673389920000,6
637,130.7436,130.75,130.73,130.75,130.73,1673389980000,16
200,130.7517,130.7531,130.7531,130.7531,130.7531,1673390100000,12
383,130.7336,130.73,130.74,130.74,130.73,1673390220000,6
515,130.7091,130.71,130.71,130.71,130.71,1673390400000,19
1135,130.7279,130.73,130.73,130.73,130.73,1673390520000,22
411,130.7466,130.73,130.76,130.76,130.73,1673390640000,18
1802,130.751,130.75,130.76,130.76,130.75,1673390760000,19
2899,130.752,130.76,130.75,130.76,130.75,1673390880000,22
444,130.7596,130.76,130.76,130.76,130.76,1673390940000,15
701,130.7514,130.75,130.7501,130.7501,130.75,1673391000000,8
137,130.7525,130.75,130.75,130.75,130.75,1673391060000,6
5934,130.7522,130.76,130.75,130.76,130.75,1673391120000,8
1108,130.7446,130.74,130.75,130.75,130.74,1673391180000,19
113,130.7475,130.75,130.75,130.75,130.75,1673391240000,5
392,130.7453,130.7499,130.7499,130.7499,130.7499,1673391300000,7
886,130.7217,130.7202,130.72,130.7202,130.72,1673391360000,11
171,130.7211,130.72,130.72,130.72,130.72,1673391480000,9
1685,130.72,130.72,130.72,130.72,130.72,1673391600000,13
885,130.7023,130.71,130.7,130.71,130.7,1673391660000,25
3314,130.6772,130.69,130.65,130.69,130.65,1673391720000,47
755,130.6505,130.65,130.65,130.65,130.65,1673391900000,21
2464,130.5937,130.61,130.58,130.61,130.58,1673391960000,37
1397,130.6019,130.6,130.61,130.61,130.6,1673392140000,16
197,130.6575,130.6699,130.6699,130.6699,130.6699,1673392260000,8
135,130.6316,130.63,130.63,130.63,130.63,1673392440000,9
263,130.6594,130.66,130.66,130.66,130.66,1673392500000,8
293,130.6481,130.65,130.65,130.65,130.65,1673392620000,20
1027,130.6528,130.66,130.65,130.66,130.65,1673392800000,13
227,130.6535,130.65,130.65,130.65,130.65,1673393220000,7
1322,130.6866,130.69,130.69,130.69,130.69,1673393280000,19
248,130.6912,130.69,130.69,130.69,130.69,1673393340000,12
1425,130.6978,130.7,130.69,130.7,130.69,1673393400000,20
599,130.692,130.69,130.69,130.69,130.69,1673393460000,14
2572,130.6932,130.69,130.7,130.7,130.69,1673393520000,30
661,130.6833,130.68,130.69,130.69,130.68,1673393580000,18
1696,130.689,130.68,130.69,130.7,130.67,1673393700000,31
429,130.6813,130.68,130.68,130.68,130.68,1673393820000,11
152,130.6888,130.69,130.69,130.69,130.69,1673393940000,12
785,130.6992,130.7,130.7,130.7,130.7,1673394120000,10
14316,130.7009,130.7,130.73,130.73,130.7,1673394240000,27
268,130.7397,130.74,130.74,130.74,130.74,1673394300000,10
621,130.7414,130.7499,130.74,130.7499,130.74,1673394360000,9
3129,130.7463,130.73,130.76,130.76,130.73,1673394420000,14
